amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
116.02,17,Food,0,0,87,4,21,0
410.82,18,Food,0,0,80,2,60,0
134.02,7,Travel,0,0,97,1,42,0
221.14,2,Grocery,1,0,90,3,37,0
52.31,22,Food,0,0,62,6,26,0
106.54,13,Clothing,0,0,52,0,42,0
23.72,8,Grocery,0,0,50,4,54,0
41.52,7,Grocery,0,0,84,1,26,0
0.17,16,Food,0,0,84,1,58,0
7.21,22,Electronics,0,0,79,1,61,0
681.24,22,Grocery,0,0,49,2,36,0
49.96,23,Electronics,0,0,45,1,29,0
195.95,15,Travel,0,0,49,3,52,0
328.85,9,Travel,0,0,82,1,21,0
144,20,Food,0,0,62,2,36,0
29.92,9,Travel,0,0,70,1,67,0
234.43,23,Food,0,0,99,1,61,0
165.05,5,Food,0,0,28,4,63,0
236.52,21,Electronics,0,0,43,2,23,0
264.34,16,Electronics,0,0,86,2,48,0
666.98,15,Travel,0,0,48,4,64,0
153.41,14,Electronics,0,0,79,2,68,0
75.24,21,Grocery,0,0,49,1,49,0
188.18,13,Clothing,0,0,96,0,26,0
12.76,3,Grocery,0,0,89,3,65,0
409.84,3,Grocery,0,0,92,2,43,0
22.88,1,Food,0,0,36,2,23,0
71.51,10,Clothing,0,0,49,3,54,0
304.46,3,Food,0,0,45,1,60,0
163.73,20,Electronics,0,0,43,3,51,0
90.05,20,Electronics,0,0,94,1,57,0
115.45,15,Clothing,0,1,76,1,68,0
347.02,20,Travel,1,0,78,0,38,0
74.79,3,Electronics,0,0,59,4,59,0
366.76,0,Grocery,0,0,27,0,44,0
16.61,23,Clothing,0,0,57,5,69,0
269.94,18,Clothing,0,0,97,2,36,0
338.56,1,Electronics,0,0,31,1,44,0
36.12,8,Electronics,1,1,51,1,20,0
101.29,22,Food,0,0,25,1,42,0
32.57,12,Food,0,0,64,4,51,0
220.72,17,Grocery,1,0,42,5,68,0
137.96,15,Clothing,0,0,59,1,38,0
181.57,15,Travel,1,0,63,2,28,0
39.38,9,Travel,1,0,35,2,44,0
42.83,8,Clothing,1,0,69,1,45,0
7.63,10,Grocery,0,0,99,3,21,0
69.97,3,Food,0,0,27,2,61,0
147.67,9,Food,0,0,76,0,58,0
351.26,2,Food,0,0,84,1,65,0
197.89,5,Travel,1,0,82,0,43,0
102.89,2,Travel,0,0,78,3,38,0
550.83,8,Grocery,0,0,58,4,56,0
228.65,2,Travel,0,0,52,2,21,0
479.09,17,Electronics,0,0,85,0,54,0
134.98,7,Travel,0,0,90,1,66,0
53.93,21,Food,1,0,90,1,60,0
9.77,7,Grocery,0,0,61,1,21,0
233.09,14,Clothing,0,0,40,2,67,0
23.28,12,Clothing,0,0,96,1,40,0
64.92,6,Grocery,0,0,99,2,26,0
136.85,18,Electronics,0,0,69,3,57,0
149.59,7,Clothing,0,0,39,0,41,0
165.19,9,Food,0,0,28,5,46,0
32.73,16,Clothing,0,0,47,3,24,0
85.97,0,Clothing,0,0,96,3,35,0
172.84,12,Food,0,0,40,1,19,0
630.1,12,Travel,0,1,77,2,45,0
234.11,23,Electronics,0,0,34,2,60,0
460.59,15,Food,0,0,58,1,58,0
258.55,8,Food,0,0,42,7,46,0
161.24,9,Grocery,0,0,77,3,62,0
38.38,5,Electronics,0,0,40,3,34,0
197.76,4,Travel,0,0,86,0,48,0
175.77,1,Food,0,0,76,0,34,0
166.05,10,Travel,0,0,81,1,48,0
121.13,8,Food,0,0,96,2,40,0
135.39,5,Food,0,1,88,3,27,0
73.28,7,Grocery,1,0,47,6,23,0
131.86,8,Clothing,0,0,64,0,55,0
39.62,8,Electronics,0,0,38,3,64,0
294.42,7,Grocery,0,0,42,2,44,0
36.99,11,Travel,0,0,60,3,28,0
15.98,7,Food,0,0,63,2,37,0
103.16,2,Food,0,0,65,3,63,0
193.29,12,Electronics,0,0,25,1,22,0
103.63,18,Grocery,0,0,95,4,49,0
58.32,1,Grocery,0,1,66,3,22,0
147.03,16,Travel,0,0,48,1,39,0
76.71,15,Grocery,0,0,89,1,18,0
486.2,3,Grocery,1,0,42,0,37,0
460.68,17,Clothing,0,0,38,4,68,0
125.62,13,Electronics,0,0,43,4,32,0
71.52,1,Grocery,1,0,31,3,28,1
240.5,12,Travel,0,0,88,4,49,0
6.73,20,Food,1,0,26,2,45,0
115.91,19,Grocery,0,0,31,2,45,0
73.79,16,Grocery,0,0,52,3,34,0
455.84,14,Food,0,0,54,1,51,0
2.17,19,Clothing,0,0,97,3,41,0
144.86,4,Electronics,0,0,60,3,19,0
242.93,6,Clothing,0,0,46,2,44,0
119.45,17,Travel,0,0,51,5,26,0
16.07,23,Grocery,0,0,34,0,69,0
646.59,10,Clothing,0,0,46,2,36,0
131.37,17,Electronics,0,0,47,0,53,0
171.43,4,Travel,0,0,76,5,46,0
48.6,12,Clothing,0,0,66,3,28,0
118.92,17,Grocery,0,0,65,1,49,0
100.91,1,Electronics,0,0,72,0,44,0
14.01,19,Grocery,0,0,93,2,69,0
20.2,3,Grocery,0,0,75,1,56,0
327.04,12,Travel,0,1,25,1,41,0
49.36,23,Electronics,0,0,80,1,44,0
39.04,15,Food,0,0,95,3,44,0
126.54,5,Grocery,0,0,48,3,57,0
263.56,7,Electronics,1,0,39,3,49,0
11.51,15,Grocery,0,0,99,0,62,0
154.79,12,Clothing,0,0,68,2,61,0
22.85,22,Clothing,0,0,73,0,39,0
6.69,3,Electronics,0,0,73,2,66,0
9.75,1,Travel,0,0,92,1,59,0
323.42,8,Food,0,0,98,0,49,0
22.6,17,Clothing,0,0,61,3,65,0
8.32,16,Travel,1,0,98,1,63,0
103.69,7,Food,0,0,66,2,52,0
334.41,14,Clothing,0,0,83,2,18,0
54.79,8,Food,0,0,99,2,51,0
98.58,16,Grocery,0,0,34,0,18,0
7.33,22,Electronics,0,0,77,3,59,0
107.31,1,Clothing,0,1,66,1,52,0
155.13,5,Clothing,0,0,32,3,46,0
152.29,4,Grocery,1,0,99,1,35,0
72.74,16,Clothing,0,0,48,2,23,0
68.24,1,Clothing,0,0,75,3,23,0
20.29,17,Clothing,0,0,95,0,44,0
82.25,9,Clothing,0,1,84,3,56,0
18.86,9,Clothing,0,0,45,2,36,0
261.9,5,Travel,1,0,77,0,55,0
610.11,11,Clothing,0,0,30,3,20,0
631.63,16,Grocery,0,0,55,4,68,0
360.54,12,Clothing,0,0,36,3,55,0
165.29,19,Food,0,0,37,2,37,0
217.24,15,Food,0,0,73,2,19,0
60.44,9,Grocery,1,0,55,2,24,0
179.34,20,Travel,0,0,33,0,22,0
109.47,1,Grocery,0,0,51,0,42,0
118.41,1,Travel,0,0,77,4,59,0
255.22,22,Electronics,0,0,75,4,30,0
59.61,6,Food,0,0,96,1,29,0
68.9,5,Food,0,0,51,3,22,0
465.39,0,Food,0,0,64,0,29,0
10.42,11,Travel,0,0,86,1,35,0
119.67,12,Grocery,0,0,82,3,20,0
439.12,11,Travel,0,0,39,5,21,0
169.66,18,Food,0,0,63,3,60,0
142.3,8,Food,0,0,94,1,36,0
51.72,9,Food,0,0,32,2,38,0
75.69,16,Food,0,0,59,2,42,0
343.96,17,Electronics,0,0,87,3,20,0
147.46,7,Food,0,0,55,3,24,0
130.15,6,Travel,0,0,66,0,26,0
18.88,8,Food,0,0,90,0,21,0
2.91,9,Clothing,0,0,65,2,40,0
596.8,11,Electronics,0,0,25,0,28,0
85.17,14,Food,0,0,98,3,36,0
166.38,14,Clothing,0,0,57,2,18,0
14.95,3,Travel,0,0,61,3,21,0
206.86,3,Electronics,0,0,81,0,26,0
485.39,22,Food,0,0,35,1,59,0
154.3,0,Travel,0,0,71,2,24,0
24.27,11,Clothing,0,0,90,1,43,0
156.89,1,Electronics,0,0,28,3,38,0
261.71,14,Food,1,0,79,3,65,0
93.88,16,Travel,0,0,36,7,27,0
381.4,6,Electronics,0,0,90,3,27,0
188.29,5,Clothing,1,0,61,1,18,0
413.12,11,Food,0,0,47,2,53,0
175.83,18,Electronics,0,0,79,2,20,0
25.33,0,Clothing,0,0,43,4,52,0
66.71,20,Clothing,1,0,91,3,62,0
40.57,13,Travel,0,0,47,2,29,0
431.1,3,Clothing,0,1,28,3,44,1
257.18,4,Clothing,0,0,42,2,34,0
203.08,0,Grocery,0,0,36,4,36,0
64.45,0,Clothing,0,0,59,2,27,0
36.61,20,Food,0,0,51,3,60,0
254.24,5,Electronics,0,0,67,2,43,0
115.7,4,Food,0,1,91,3,25,0
46.06,1,Food,0,0,93,3,69,0
172.57,20,Travel,0,0,88,1,56,0
7.41,4,Grocery,0,0,76,4,19,0
71.06,8,Grocery,0,0,41,4,29,0
113.79,18,Food,0,0,57,1,56,0
28.82,20,Electronics,0,0,96,2,57,0
751.85,14,Grocery,0,0,76,3,48,0
42.22,12,Grocery,0,0,59,2,46,0
25.14,11,Food,0,0,44,1,25,0
40.96,4,Grocery,0,0,69,3,32,0
263.81,1,Travel,0,0,92,2,43,0
99.77,3,Food,0,0,74,4,65,0
150.01,17,Grocery,0,0,82,1,53,0
3.82,20,Grocery,0,0,54,2,58,0
6.31,9,Grocery,0,0,94,0,21,0
106.25,12,Food,1,0,26,1,67,0
305.35,11,Electronics,0,0,58,3,50,0
389.68,1,Clothing,0,0,76,3,29,0
16.33,14,Grocery,0,0,40,4,67,0
139.14,13,Clothing,0,0,67,1,28,0
440.01,9,Clothing,0,0,88,4,47,0
88.38,21,Grocery,0,0,51,5,62,0
318.49,7,Grocery,0,0,89,0,43,0
25.83,14,Clothing,1,0,37,0,67,0
493.1,12,Electronics,1,0,64,0,47,0
250.56,7,Clothing,0,0,56,5,53,0
510.46,20,Electronics,0,0,91,4,50,0
203.21,20,Travel,0,0,38,2,62,0
81.29,21,Electronics,0,0,82,4,48,0
501.04,13,Food,0,0,70,0,19,0
58.03,0,Grocery,0,0,99,3,32,0
72.67,12,Travel,0,0,83,1,19,0
217.2,7,Clothing,0,0,89,1,29,0
260.91,17,Electronics,0,0,57,2,35,0
477.14,21,Travel,0,0,70,2,25,0
41.25,8,Food,0,0,78,4,20,0
287.91,12,Electronics,0,0,90,2,52,0
241.47,2,Clothing,0,0,28,0,50,0
11.87,17,Clothing,0,0,78,1,48,0
88.16,9,Electronics,0,0,28,2,21,0
59.82,4,Food,0,0,41,1,40,0
65.36,5,Grocery,0,0,97,2,54,0
732.86,7,Grocery,0,1,98,1,62,0
185.29,23,Clothing,0,0,95,2,62,0
227.65,6,Food,1,0,97,3,52,0
676.04,20,Clothing,0,0,79,3,57,0
85.24,17,Grocery,0,0,72,2,55,0
291.36,13,Clothing,0,0,73,1,18,0
102.62,14,Electronics,0,0,47,4,20,0
366.6,9,Electronics,0,0,51,1,27,0
35.87,20,Food,0,0,49,2,69,0
531.09,11,Grocery,0,0,48,3,47,0
44.44,6,Food,0,0,44,5,45,0
71.07,6,Food,0,0,77,0,33,0
254.05,10,Grocery,0,0,98,0,21,0
90.08,12,Travel,0,0,50,3,65,0
168.67,14,Travel,0,0,84,1,62,0
105.84,17,Clothing,0,0,26,1,21,0
244.12,6,Travel,0,0,27,1,40,0
46.66,5,Electronics,0,0,80,3,57,0
10.84,22,Food,0,0,90,2,40,0
64.18,10,Clothing,0,0,49,2,67,0
115.75,7,Food,0,0,92,1,32,0
33.11,19,Grocery,0,0,39,5,30,0
78.87,0,Travel,0,0,31,1,18,0
91.94,7,Grocery,0,0,95,1,54,0
10.64,7,Clothing,0,0,65,3,41,0
157.57,18,Electronics,0,0,84,3,61,0
388.28,2,Travel,0,0,68,3,18,0
29.62,4,Grocery,0,0,57,1,62,0
163.95,2,Travel,0,0,90,3,67,0
196.71,14,Food,0,0,47,1,62,0
97.84,13,Electronics,0,0,88,3,30,0
217.37,20,Travel,1,1,30,2,55,1
95.2,14,Electronics,0,0,87,3,34,0
126.44,23,Food,0,0,67,3,68,0
1.33,16,Food,0,0,49,2,47,0
211.81,17,Grocery,0,0,32,2,37,0
194.9,1,Clothing,1,0,61,3,59,0
7.05,11,Grocery,0,0,83,2,22,0
82.67,15,Electronics,1,0,52,1,58,0
695.66,3,Grocery,0,0,77,1,22,0
98.28,1,Travel,0,0,95,4,63,0
125.47,13,Grocery,0,0,79,0,54,0
433.29,10,Clothing,1,0,60,3,33,0
227.38,12,Clothing,1,0,86,1,38,0
157.04,6,Electronics,0,0,39,1,51,0
287.73,9,Food,0,0,78,1,63,0
359.6,23,Clothing,0,0,85,0,67,0
109.88,0,Electronics,0,0,78,1,23,0
116.02,20,Clothing,0,0,93,5,59,0
87.81,3,Clothing,0,0,53,2,23,0
612.43,17,Food,0,0,51,0,27,0
215.02,5,Travel,0,0,92,0,48,0
15.64,1,Electronics,0,0,36,3,23,0
357.75,2,Clothing,1,0,47,0,20,0
117.9,13,Clothing,0,0,74,2,61,0
12.82,7,Grocery,0,0,99,1,69,0
143.62,15,Travel,0,0,97,2,42,0
97.17,18,Food,0,0,51,2,37,0
378.3,17,Electronics,0,0,83,1,52,0
41.07,5,Clothing,0,0,33,2,18,0
315.25,13,Electronics,0,0,57,1,69,0
146.83,2,Food,0,1,94,4,48,0
10.11,15,Travel,0,0,75,3,31,0
642.61,0,Grocery,0,0,64,0,20,0
129.37,11,Travel,0,0,30,3,33,0
61.87,13,Grocery,0,0,28,2,31,0
114.08,18,Electronics,0,1,27,2,20,0
351.17,21,Travel,0,0,37,5,23,0
65.47,18,Travel,0,0,50,3,26,0
38.53,8,Travel,0,0,58,1,50,0
24.88,6,Food,0,0,77,1,58,0
63.65,13,Electronics,1,0,71,1,29,0
272.58,4,Grocery,0,0,32,1,19,0
114.83,17,Travel,1,0,32,0,60,0
46.46,8,Electronics,1,0,43,0,63,0
32.71,20,Food,0,0,98,0,20,0
72.82,6,Food,0,0,56,4,30,0
506.19,8,Electronics,0,0,45,4,48,0
75.62,3,Grocery,0,0,88,1,26,0
797.98,16,Electronics,0,0,47,1,57,0
119.53,11,Electronics,0,0,95,2,58,0
35.54,5,Clothing,1,0,66,2,25,0
399.18,17,Food,0,0,59,0,39,0
111.03,7,Grocery,0,0,26,0,43,0
222.61,20,Clothing,0,0,95,5,33,0
741.11,14,Electronics,0,0,76,1,49,0
9.27,2,Food,0,0,41,2,52,0
18.31,1,Clothing,0,0,33,2,53,0
229.43,23,Clothing,0,0,76,4,18,0
59.59,22,Grocery,0,0,27,2,24,0
36.67,8,Electronics,1,0,46,1,67,0
7.23,7,Grocery,0,0,78,1,66,0
3.98,3,Clothing,0,0,60,1,57,0
268.09,1,Clothing,0,0,63,0,59,0
25.99,13,Grocery,1,0,42,3,65,0
113.51,1,Clothing,0,0,51,1,28,0
167.61,1,Travel,0,1,91,0,28,0
100.66,21,Food,0,0,37,2,30,0
4.95,6,Electronics,0,0,41,1,58,0
275.43,11,Food,0,0,85,3,21,0
1.9,5,Electronics,0,0,42,1,42,0
258.3,17,Clothing,0,0,41,2,20,0
402.8,3,Grocery,0,1,80,2,27,0
102.08,18,Grocery,0,0,72,1,22,0
138.04,12,Clothing,0,0,40,2,29,0
116.67,19,Electronics,0,1,49,3,51,0
88.74,20,Clothing,0,1,89,0,29,0
393.14,22,Electronics,0,0,51,2,55,0
403.86,1,Clothing,0,0,38,1,32,0
73.66,7,Clothing,0,0,74,3,38,0
171.84,18,Clothing,0,0,53,2,21,0
470.89,8,Grocery,0,0,52,1,28,0
588.91,3,Electronics,0,0,45,2,27,0
128.02,15,Clothing,0,0,48,1,24,0
108.54,18,Food,0,0,70,2,26,0
58.8,9,Food,1,0,84,2,35,0
574.39,5,Grocery,0,0,44,2,64,0
27.74,15,Travel,0,0,76,1,44,0
156.08,9,Grocery,0,0,46,2,60,0
59.77,12,Travel,1,0,92,1,45,0
58.88,8,Grocery,0,0,40,2,49,0
93.45,6,Food,0,0,45,4,27,0
1209.52,3,Clothing,0,0,68,3,51,0
10.18,18,Electronics,0,0,86,0,22,0
155.53,3,Clothing,0,0,45,1,37,0
15.51,18,Food,0,0,35,4,47,0
30.21,18,Electronics,1,0,84,1,50,0
104.23,11,Travel,0,0,61,2,36,0
128.57,12,Travel,1,0,68,2,19,0
53.91,3,Food,0,0,46,2,35,0
68.48,9,Electronics,0,0,90,2,31,0
16.38,20,Clothing,0,0,67,3,22,0
65.03,6,Food,0,1,99,2,35,0
611.63,4,Travel,0,0,45,0,62,0
521.12,16,Food,0,0,57,2,68,0
73.4,17,Clothing,0,0,41,3,32,0
152.27,10,Grocery,0,0,60,4,40,0
432.62,14,Grocery,0,0,38,2,67,0
1.12,20,Clothing,0,0,61,2,21,0
299.58,21,Electronics,0,0,55,3,51,0
533.46,6,Food,0,0,28,4,41,0
17.24,17,Clothing,1,1,30,2,29,1
31.69,5,Grocery,0,0,74,1,46,0
582.79,17,Travel,0,0,62,0,23,0
138.82,15,Clothing,0,0,29,2,41,0
2.57,1,Clothing,0,0,62,2,64,0
53.62,18,Clothing,0,0,48,4,39,0
107.59,0,Grocery,0,0,42,4,34,0
212.51,10,Grocery,0,0,56,2,49,0
237.8,19,Clothing,0,0,95,3,42,0
969.55,4,Clothing,0,0,96,3,43,0
61.02,15,Electronics,0,1,54,2,44,0
139.08,22,Travel,0,0,54,0,24,0
137.18,0,Food,0,1,29,2,52,1
93.65,18,Food,0,0,28,3,51,0
33.36,13,Food,0,0,75,2,44,0
682.62,2,Grocery,0,0,33,4,25,0
345.51,1,Grocery,0,0,79,0,52,0
124.17,23,Electronics,0,0,57,1,35,0
166.4,4,Grocery,0,0,55,0,40,0
46.41,16,Clothing,0,0,78,0,47,0
141.26,17,Travel,0,0,85,0,33,0
213.72,0,Travel,0,0,90,3,48,0
130.31,14,Travel,0,0,44,1,55,0
834.14,21,Travel,0,0,85,1,67,0
170.11,8,Food,0,0,60,1,51,0
83.44,22,Food,0,0,44,1,18,0
266.23,4,Clothing,0,0,69,1,26,0
33.64,12,Electronics,0,0,70,3,53,0
87.36,18,Grocery,0,0,42,3,61,0
76.7,23,Grocery,0,0,94,2,21,0
101.75,9,Food,0,0,98,6,62,0
274.01,19,Travel,0,1,42,3,37,0
119.16,20,Clothing,0,0,88,1,62,0
284.39,13,Electronics,0,0,58,4,34,0
154.65,21,Food,0,0,27,5,61,0
75.36,20,Clothing,0,0,96,2,27,0
298.91,11,Clothing,0,1,35,1,63,0
48.99,10,Food,0,0,70,2,60,0
45.74,22,Clothing,0,1,66,2,57,0
126.39,6,Travel,0,0,41,1,30,0
54.41,16,Clothing,0,0,71,1,55,0
1.64,17,Electronics,0,0,54,2,61,0
188.09,6,Clothing,0,0,67,3,33,0
128.81,23,Grocery,0,0,32,2,56,0
106.15,19,Clothing,0,1,64,5,50,0
613.85,5,Food,1,0,95,2,44,0
152.42,10,Grocery,0,0,44,2,54,0
358.37,11,Food,0,0,52,3,65,0
27.03,15,Electronics,1,0,52,3,33,0
151.58,18,Travel,0,0,83,4,32,0
364.46,22,Electronics,0,0,86,1,33,0
157.49,18,Grocery,0,0,98,3,23,0
227.86,10,Travel,0,0,78,2,46,0
83.75,15,Clothing,0,0,31,2,57,0
17.46,22,Grocery,0,0,92,1,34,0
110.21,11,Travel,0,1,48,3,57,0
90.3,7,Food,0,0,65,1,24,0
363.21,2,Travel,0,0,78,3,51,0
50.35,1,Food,0,0,38,1,62,0
612.58,5,Food,1,0,68,1,53,0
571.21,15,Travel,0,1,73,2,43,0
51.22,19,Electronics,0,0,87,6,43,0
77,23,Electronics,0,0,69,3,28,0
406.64,14,Food,0,1,96,2,42,0
611.98,13,Grocery,1,1,31,0,53,1
105.48,1,Travel,0,1,27,3,59,1
69.68,19,Grocery,0,0,71,2,65,0
134.41,17,Electronics,0,0,85,2,19,0
209.52,13,Grocery,0,0,95,3,58,0
57.51,17,Clothing,0,1,54,0,45,0
240.05,1,Clothing,0,0,29,4,18,0
9.55,0,Electronics,0,0,96,1,23,0
9.1,19,Grocery,1,0,31,2,57,0
87.88,1,Travel,0,0,63,4,53,0
78.51,8,Electronics,0,0,26,1,18,0
68.27,8,Clothing,0,0,67,0,66,0
121.56,15,Electronics,0,0,36,0,32,0
69.61,10,Grocery,0,0,52,4,18,0
38.43,22,Grocery,0,0,43,3,36,0
66.65,5,Grocery,0,0,52,3,42,0
663.31,11,Food,0,0,94,2,31,0
95.31,2,Grocery,0,0,43,1,39,0
105.89,11,Clothing,0,0,88,6,40,0
154.68,22,Clothing,1,0,33,2,24,0
737.06,0,Food,0,1,65,5,51,1
49.78,8,Clothing,0,0,74,1,28,0
205.82,19,Clothing,0,0,34,1,33,0
226.57,21,Electronics,0,0,98,1,64,0
168.26,5,Grocery,1,0,78,3,55,0
16.69,10,Electronics,0,0,34,3,26,0
203.35,2,Electronics,0,0,31,2,21,0
11.92,3,Clothing,0,0,56,3,62,0
163.2,9,Travel,0,0,78,4,57,0
242.18,18,Grocery,0,0,94,2,52,0
42.65,5,Travel,0,0,87,0,40,0
331.7,0,Clothing,0,0,58,1,41,0
5.55,7,Food,1,0,67,2,21,0
334.21,7,Electronics,0,0,29,3,47,0
111.02,5,Clothing,0,0,43,6,57,0
44.17,16,Clothing,0,0,78,3,49,0
25.85,18,Travel,0,0,38,3,69,0
551.55,0,Food,0,0,34,1,55,0
13.58,14,Electronics,0,0,73,3,51,0
39.96,12,Food,0,0,35,1,51,0
76.94,20,Food,0,0,55,1,48,0
174.28,2,Food,0,1,90,6,48,1
141.66,1,Grocery,0,0,34,2,49,0
24.17,2,Food,0,0,45,1,53,0
61.58,8,Clothing,0,1,25,0,39,0
49.1,15,Grocery,0,0,70,2,36,0
43.24,23,Grocery,0,1,99,1,62,0
95.32,12,Food,0,0,98,1,52,0
219.15,18,Clothing,0,0,44,3,55,0
44.14,17,Electronics,1,0,45,1,59,0
82.22,20,Food,0,0,61,1,32,0
89.24,11,Grocery,0,0,38,1,55,0
674.8,11,Electronics,0,0,82,3,25,0
556.87,0,Electronics,0,0,81,1,49,0
289.82,19,Grocery,0,0,81,2,53,0
49.79,7,Electronics,0,0,93,3,54,0
12.68,16,Clothing,0,0,94,4,47,0
68.6,20,Clothing,0,0,48,3,68,0
55.86,19,Food,0,0,84,1,65,0
126.91,21,Food,0,1,47,3,40,0
270.69,6,Electronics,0,1,71,1,60,0
351.76,8,Grocery,0,0,62,0,24,0
335.42,16,Clothing,0,0,76,2,39,0
80.24,9,Travel,0,0,37,2,53,0
209.21,3,Food,0,0,32,0,56,0
67.53,21,Clothing,0,0,56,1,45,0
11.31,6,Electronics,0,0,41,1,29,0
217.66,6,Clothing,0,0,29,2,20,0
1.78,7,Clothing,0,0,96,1,62,0
94.72,23,Electronics,0,0,74,3,55,0
71.92,23,Food,0,0,36,0,61,0
212.78,7,Food,0,0,68,0,53,0
261.63,15,Travel,0,0,92,5,38,0
65.26,11,Travel,1,0,83,3,39,0
300.48,14,Food,0,0,34,2,40,0
62.64,7,Food,0,0,72,5,24,0
106.41,21,Food,0,0,52,5,24,0
233.7,8,Food,0,0,29,1,38,0
212.52,2,Clothing,0,0,68,1,61,0
786.88,21,Travel,0,0,55,3,31,0
45.92,20,Electronics,0,0,40,1,59,0
195.42,15,Grocery,0,0,47,2,24,0
169.34,14,Electronics,0,0,45,2,22,0
443.93,23,Grocery,0,0,26,0,54,0
30.61,3,Clothing,0,0,47,2,36,0
250.83,19,Travel,0,0,35,1,42,0
151.19,15,Grocery,1,0,97,5,29,0
57.8,9,Food,0,0,26,1,26,0
115.79,10,Clothing,0,0,37,5,18,0
73.1,4,Grocery,0,0,69,2,69,0
155.86,10,Food,0,0,96,1,60,0
395.68,12,Clothing,0,0,34,0,46,0
151.62,14,Grocery,0,0,45,2,60,0
179.81,5,Food,0,0,25,0,36,0
131.65,15,Travel,0,0,40,4,32,0
9.45,14,Clothing,0,0,67,4,53,0
47.72,10,Grocery,0,0,30,1,35,0
121.91,19,Food,0,0,35,0,39,0
66.85,1,Travel,0,0,90,4,39,0
36.11,1,Food,0,0,73,5,47,0
126.26,11,Travel,0,0,44,2,24,0
70.16,15,Grocery,0,0,45,3,65,0
53.74,18,Food,0,0,60,3,23,0
112.25,1,Food,0,0,62,4,30,0
25.75,16,Electronics,0,0,80,3,69,0
472.96,13,Clothing,0,0,35,3,31,0
364.09,23,Food,0,0,42,1,19,0
221.35,15,Travel,1,1,69,2,59,0
20.21,4,Clothing,0,0,50,1,33,0
269.2,9,Grocery,0,0,83,0,56,0
297.01,16,Clothing,0,0,30,2,63,0
262.8,12,Electronics,0,0,67,4,50,0
21.78,15,Grocery,0,0,76,5,18,0
185.86,8,Food,0,0,86,0,47,0
323.59,23,Grocery,0,0,41,4,28,0
155.02,3,Grocery,0,0,70,4,31,0
187.13,23,Electronics,1,0,65,0,54,0
110.37,15,Travel,0,0,37,1,54,0
135.41,22,Grocery,0,0,30,1,52,0
6.3,10,Travel,0,0,57,1,31,0
183.38,6,Clothing,0,0,28,1,65,0
15.29,16,Electronics,1,0,74,1,39,0
102.77,21,Food,1,0,72,4,48,0
62.32,12,Grocery,1,0,51,0,35,0
141.91,3,Travel,0,0,30,1,27,0
25.78,13,Grocery,0,0,82,2,41,0
211.77,9,Electronics,0,0,87,3,41,0
285.26,9,Food,1,0,25,0,49,0
32.1,9,Clothing,0,0,52,3,54,0
19.83,11,Clothing,0,0,53,3,51,0
28.31,1,Travel,1,1,52,4,27,1
377.39,22,Clothing,0,1,98,3,63,0
135.21,8,Travel,0,0,92,2,31,0
113.35,4,Food,0,0,65,2,40,0
20.31,7,Grocery,0,0,79,2,49,0
188.74,20,Electronics,0,0,56,3,64,0
364.49,13,Food,0,0,93,2,29,0
317.04,6,Food,0,0,46,1,58,0
177.06,6,Clothing,0,0,81,4,41,0
14.09,8,Clothing,1,1,46,2,51,0
21.46,2,Electronics,0,0,90,5,64,0
9.1,13,Grocery,0,0,65,3,37,0
53.59,16,Food,0,1,67,2,46,0
26.24,17,Clothing,0,0,58,4,33,0
54.21,11,Food,0,0,26,3,69,0
87.52,21,Grocery,0,0,83,2,57,0
515.59,13,Travel,0,0,60,1,67,0
169.66,12,Grocery,0,0,32,2,59,0
324.3,13,Food,0,0,57,0,26,0
223.04,8,Food,0,0,57,2,61,0
21.48,18,Electronics,0,1,92,1,67,0
239.67,1,Food,0,0,42,0,69,0
57.91,10,Clothing,0,0,88,0,20,0
183.45,16,Electronics,0,0,85,0,27,0
75.06,1,Food,1,0,34,3,57,1
1091.31,18,Grocery,0,0,74,2,18,0
55.06,6,Food,0,0,46,2,24,0
58.91,17,Grocery,0,0,63,3,48,0
480.4,12,Grocery,0,1,89,1,58,0
4.49,4,Food,0,0,54,0,30,0
214.74,17,Grocery,0,0,29,2,39,0
232.59,22,Travel,0,1,50,0,33,0
325.84,23,Electronics,0,0,87,1,39,0
660.01,23,Food,1,0,70,2,23,0
668.39,15,Travel,1,0,55,1,63,0
12.15,14,Grocery,0,0,65,2,18,0
310.51,7,Grocery,0,0,36,1,19,0
187.08,14,Electronics,0,1,41,2,44,0
187.61,0,Travel,0,0,42,3,29,0
24.73,16,Travel,0,0,90,3,23,0
189.06,14,Food,0,1,63,1,19,0
728.02,13,Grocery,0,0,98,0,54,0
437.1,13,Clothing,0,0,57,0,27,0
104.09,9,Food,0,0,99,3,34,0
7.34,1,Food,0,1,32,1,34,1
80.98,5,Food,0,1,50,3,23,0
315.17,16,Electronics,0,0,59,2,18,0
217.62,4,Electronics,0,0,81,2,37,0
110.69,4,Food,0,0,45,3,35,0
10.2,14,Clothing,0,0,61,2,26,0
100.2,14,Travel,0,0,29,5,49,0
113.95,19,Travel,0,0,41,4,34,0
474.99,10,Grocery,1,0,49,4,36,0
184.44,4,Travel,0,0,85,0,66,0
67.22,0,Travel,0,0,61,1,30,0
134.12,10,Clothing,0,0,90,3,18,0
12.3,10,Travel,0,0,37,1,62,0
